duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,unique_ports_touched,conn_rate_per_sec,payload_entropy,failed_logins,label
4.635416413995342,tcp,dns,SF,387.0187777703997,1360.398151603345,2,3,0.009212877081927837,0.019233837357379997,0.9169054252356009,0.04971930019494537,7,48,0.8318702109887643,0.12556202352148396,2,2.8708438305840667,4.696503799779039,0,normal
0.6870963712130828,tcp,ssh,SF,819.8516689178225,1637.075789610421,30,4,0.0004821332501040339,0.4386211223336172,0.7773553054405881,0.047033152438167095,47,15,0.7313954839436319,0.059581097810781275,2,14.490780591633921,3.698983343492995,19,bruteforce
5.487695839379836,tcp,http,S0,42.65105661449236,1348.7968093265245,4727,861,0.6920695849547261,0.052890628040053234,0.8508351337939315,0.010474800629993591,48,13,1.0,0.14201525372955148,1,397.8450344755897,4.816310344163088,0,ddos
0.11296058921257801,tcp,http,SF,1497.9053282157324,2189.126866626263,2,6,0.018880772216194955,0.003928836039988993,0.8966948813764919,0.08087241239250155,16,6,0.826389866817646,0.49888195081341286,2,0.9554997303461726,5.414499244567291,0,sqli
1.1664974580717564,tcp,smtp,REJ,2.4692591080119186,1410.920167622148,519,2568,0.7239528132833205,0.02086809185890996,0.9602529446534752,0.0,44,10,0.990568850501687,0.06105395442208579,2,1066.5977836851546,3.6679777114795087,0,ddos
2.4926986222311562,tcp,https,SF,513.5826338338671,1419.2513518568785,3,7,0.0,0.0,0.9105145645543073,0.02855370314307471,15,18,0.7684825610114776,0.0032734632143441023,1,0.48558886652480227,2.550194388221655,0,normal
0.8637071561053584,tcp,https,SF,473.63336589924455,277.8683488308858,9,1,0.0,0.013466256066107716,0.7674052611288111,0.45830819639212744,19,12,0.8555551474748674,0.11692391541264271,1,2.231338103551054,5.853830990980316,0,phishing
0.7606641551849003,tcp,ftp,SF,261.8956865307242,1053.0348443591315,6,9,0.06230338314086181,0.024355630256398742,0.8973160947381491,0.07588809817955394,23,28,0.7422339185633318,0.21510300367150384,1,1.4804933181648376,4.341825192213477,0,normal
0.1582408960846388,udp,http,SF,1103.2251616368583,709.0452119997931,8,7,0.02561921610696365,0.026883678716802705,0.9536700597039034,0.04814170355252373,19,23,0.6338270135697753,0.3350701211465502,2,1.063772071919569,5.616449070099498,0,sqli
6.7064209764692695,tcp,ssh,REJ,31.248682166150857,0.0,124,8,0.05532095165436762,0.032546907411862815,0.14549447443594188,0.7675290325234865,20,45,0.976965971795285,0.14958004482042783,196,19.147732066022847,4.1208976710270555,0,portscan
5.622520209367323,tcp,dns,S0,37.021598789657425,0.0,38,6,0.012900992719902417,0.015524938952983373,0.12472227037587322,0.9631517237763593,12,18,0.9288579504786502,0.12045281852716773,97,139.3140375520207,5.376808783085776,0,portscan
0.001196686559914117,tcp,ftp,SF,555.3364671833705,719.0921704187233,197,3,0.038905185453900995,0.6253871781127173,0.9898190243719629,0.043620772919156135,6,35,0.6463466989708339,0.009821806921269396,2,18.564332882860846,5.098262195427835,15,bruteforce
0.05492125545320373,tcp,ssh,SF,566.715212487535,1208.7859378288908,187,1,0.006105037162261868,0.5272246771030519,0.8936267767237907,0.031557698412273974,25,2,0.831863794410934,0.10871991573486785,1,32.7514931871833,4.302858009458862,26,bruteforce
1.968135749820352,icmp,ftp,REJ,23.230710280114586,1897.110141039666,2366,707,0.6622252992015212,0.004058660333839587,0.8932801283308478,0.0,29,29,0.9680554717999972,0.18461165604646415,2,2899.757439672153,3.7071344063330383,0,ddos
1.5249209785633648,tcp,smtp,SF,252.2021190341584,163.7737930251488,6,9,0.027579719585844112,0.007817931179283985,0.9601695325609303,0.3714449923612395,19,43,0.8250927817338188,0.10788484568577628,2,0.1,5.3288403907480175,0,phishing
0.1515713484227699,tcp,https,SF,938.6068146645312,1216.5683451018674,6,6,0.00539334789300264,0.03117780434355969,0.8828179080147286,0.013897912463285013,24,24,0.8650108631730616,0.34637856318308835,1,1.8919366473956318,6.736893795537663,0,sqli
0.16873033922737346,udp,smtp,SF,317.7975860658108,0.0,7,3,0.03492702347804509,0.0,0.7689495115140872,0.3668236784321519,33,38,0.9362866636833813,0.24432578330491733,2,2.6360500430332223,5.737994547959835,0,phishing
1.3834070853087668,tcp,ssh,SF,697.1906332523256,1077.2771945609409,8,2,0.025768738982868616,0.03751173346235222,0.8590044786491056,0.0,15,8,0.7769033790883234,0.04212405680589372,2,0.29355143228974967,3.855179426904945,0,normal
2.1517575528243063,tcp,http,S0,21.087508931564955,1431.5161951004216,3703,1031,1.0,0.02446411728906924,0.8901616849228964,0.08366809418441912,21,37,0.984128991277009,0.16206119487184256,2,1415.937454150535,4.0651267801380815,0,ddos
0.36727692753259983,tcp,https,SF,1046.9426479320439,1303.4606619093643,9,8,0.0265994407821463,0.005063720191927554,0.8902257476435865,0.06888547499429905,7,28,0.7237362183201829,0.26006953052694615,1,0.9775606238945757,6.09763762649824,0,sqli
0.13702506938651438,tcp,ssh,REJ,57.52533913924381,888.2990086411487,2297,3384,0.714892357034061,0.014806047130097935,0.8970871926756488,0.103636284399855,9,5,0.9819518685401458,0.07407052817612306,1,2013.5981508083905,5.169437369744132,0,ddos
0.0001671392419935772,tcp,telnet,SF,281.9721982091054,522.808455772727,49,6,0.0071030892910838115,0.32641997030719394,0.8578755740561839,0.07672921839658792,8,14,0.7344187169270314,0.16037302850720697,2,10.29576589565241,3.8195209332502604,19,bruteforce
2.6193703101026684,udp,dns,REJ,34.27860005352253,0.0,145,8,0.028100360692859566,0.030555594654070872,0.11085463117870616,0.8552812880383768,13,48,0.7308232067774606,0.13161024267909738,15,82.3052539739431,4.12914669289109,0,portscan
2.936319666076541,udp,ftp,REJ,104.50877654386119,750.5467712994159,3353,2167,0.5004890410171897,0.0,0.8505169379553907,0.04003231090525944,13,49,0.9725799206669805,0.13301120438553338,1,1940.5206214305056,3.5504934671954103,0,ddos
0.4436441294344061,tcp,ssh,SF,503.9874094153009,1464.4362595645098,45,4,0.025874304245464698,1.0,0.8419783769773203,0.013386696184350795,34,16,0.8239226927166251,0.13975134669603334,1,31.91835894710223,3.5729102145455767,11,bruteforce
2.0385061978306656,udp,telnet,REJ,92.82661001462652,857.2174355025409,1184,1554,0.6941088838682553,0.04909999303246017,0.9585966801555614,0.05793345873257119,31,25,1.0,0.16364442571653454,2,2120.587596568871,4.243391961188934,0,ddos
0.6499318971120457,tcp,ssh,REJ,56.27875913056329,923.3949343873239,2516,4954,0.49667314993617384,0.0026243197853866723,0.8511482347165431,0.002711122636450153,31,38,0.999532020021015,0.08756118363639846,1,1453.4017976747878,5.112655000643136,0,ddos
0.240257029542357,udp,https,SF,498.26170110102197,456.3489448403808,5,7,0.008456481863168861,0.0027113119583725004,0.9470697354440759,0.4105120710321614,47,43,0.8221847045532681,0.07392147365299775,1,1.367692363421885,5.463291421263617,0,phishing
0.31293659050162426,tcp,http,SF,701.9799968611868,143.33902442466416,7,7,0.0,0.0119860442826641,0.8800084986689061,0.40704680944568855,15,34,0.9620710046015961,0.0963522495802359,2,2.5592633644560863,5.6120222834375,0,phishing
2.244898995132907,tcp,https,SF,582.7811396934962,1395.4022272213056,4,7,0.005348453009152328,0.0,0.8707716320981522,0.06745523788015488,34,42,0.6066164953513732,0.10721347239317153,1,1.0463328140590964,3.163746365494007,0,normal
3.626818713791782,udp,ftp,SF,778.0125451514855,828.5298142144725,3,5,0.06810382359854054,0.05885860842342795,0.8361530391338716,0.04961712774473607,1,10,0.8416525704750738,0.1637021330854585,1,2.971327266350219,4.222449705357045,0,normal
2.4119981897619214,tcp,ssh,S0,41.127509694806065,1587.6439824159154,3916,2244,0.7179863112699488,0.02213569286960283,0.8210360294227329,0.0026161361642958667,3,44,0.9823231193789757,0.05713947963114051,1,1565.3576892775907,4.205906219616884,0,ddos
0.08656394088941623,udp,https,SF,404.3174996189027,1348.1952283933854,3,5,0.014712215615772243,0.028084201459673067,0.9483257578158009,0.043099268458792486,1,42,0.8153358761140143,0.09159382898015477,2,0.13882585206259118,7.084502498951774,0,malware
0.018996601784567153,tcp,ssh,SF,332.8697690066921,1534.0150260876526,81,3,0.060700702016013366,0.5421220827335956,0.9608900016811,0.03366829068963328,19,14,0.8185476976815154,0.14918923465877054,2,15.19808345706367,5.444752668710697,31,bruteforce
0.050098864928850635,tcp,other,SF,303.96667398794625,929.344311608718,2,7,0.030849669360900094,0.027636722818725146,1.0,0.03792538992269959,2,8,0.747529506840092,0.06038817333690614,2,0.22839263864515313,6.977027268067675,0,malware
0.1607295273180845,tcp,dns,SF,330.04588347628214,1075.5155395611107,2,2,0.0,0.014920765068871293,0.995468277559802,0.011201358587877769,2,2,0.6786982219201864,0.12656197688091264,1,0.2970640252268037,7.00498781459226,0,malware
